Name,Score,Genres,Type,Episodes,Duration,Popularity,Members,summary,embedding,weighted_score,English name,Name_cleaned,English_name_cleaned
Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12,24 min. per ep.,132,698167,"Genre: Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen and the synopsis is Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence. The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be.","[[-0.00918159 -0.00779891 -0.00788745 ... -0.0105166  -0.02258617
  -0.01328198]]",349086.7679621142,Tokyo Ghoul:re,tokyo ghoulre,tokyo ghoulre
Rokuhoudou Yotsuiro Biyori,7.61,"Slice of Life, Seinen",TV,12,23 min. per ep.,3423,22827,"Genre: Slice of Life, Seinen and the synopsis is Kyousui ""Sui"" Tougoku inherits a traditional Japanese-style cafe called Rokuhoudou from his grandfather, which he manages alongside Gregorio ""Gure"" Valentino, Tokitaka Nagae, and Tsubaki Nakao. Their hospitality par excellence undoubtedly turns any one-time visitor into a regular. Having gone through their own share of trials and tribulations, the staff at this modest cafe do their best to serve their customers—whether it be through tea, sweets, or even helping with the various troubles one may have. Although most days pass pleasantly, the small world of Sui and his friends takes an unexpected path when their reputation as a cafe flourishes overnight.","[[ 0.02366963 -0.01200535  0.01240098 ... -0.0040177   0.00974752
  -0.02619348]]",11417.303974242122,Yotsuiro Biyori,rokuhoudou yotsuiro biyori,yotsuiro biyori
Dies Irae: To the Ring Reincarnation,6.03,"Action, Super Power, Magic",ONA,6,28 min. per ep.,3909,17210,"Genre: Action, Super Power, Magic and the synopsis is Episodes 12–17 of Dies Irae released exclusively on the web.","[[-0.00400566 -0.02672676 -0.02124744 ... -0.00522143 -0.00148873
  -0.02523971]]",8608.015570072432,Unknown,dies irae to the ring reincarnation,unknown
Beatless,6.2,"Action, Drama, Romance, Sci-Fi",TV,20,24 min. per ep.,1088,136059,"Genre: Action, Drama, Romance, Sci-Fi and the synopsis is h great advancements in technology, mankind has created hIEs, human-like robots that act as public and personal servants for society. Unlike many others, the kind-hearted high school student Arato Endou treats hIEs as equals, but his financial situation keeps him from ever owning one. However, his normal life is shattered when an ordinary run to the local grocery store goes horribly awry. Viciously assaulted by a hacked hIE, Arato is on the verge of death; but luckily, he is saved by an abnormal hIE carrying a weaponized coffin. Her name is Lacia, one of five highly advanced hIEs that recently escaped the clutches of the mysterious MemeFrame Corporation. Faced with a hacked car threatening to run them over, Lacia offers Arato a deal: in exchange for saving his life, he must register as her new owner, thus taking full responsibility for her actions. With little choice, he decides to trust this artificial girl and allows her to live in his home. Though Lacia begins to adapt to her new, peaceful lifestyle, she warns the entranced Arato of one thing—she does not have a soul.","[[ 0.0060067  -0.00932691 -0.02550091 ... -0.00254699 -0.01207539
  -0.03405632]]",68032.60147337965,Beatless,beatless,beatless
Ninja Batman,6.13,"Action, Martial Arts, Samurai",Movie,1,1 hr. 25 min.,2554,39861,"Genre: Action, Martial Arts, Samurai and the synopsis is kham Asylum, Batman clashes with Gorilla Grodd while trying to destroy Grodd's newest invention: the Quake Engine. Amidst the chaos, the engine activates, and the entire asylum suddenly vanishes into thin air—Batman along with it. Once the dust settles, Batman finds himself standing in the middle of an unfamiliar road. He soon realizes that he is no longer in Gotham City—but instead in Feudal Japan! The amazement quickly fades as samurai descend upon him, seeking to take his life. Later on, Batman's investigation leads him to discover that the one responsible for the kill order is none other than his archnemesis, the Joker. Following an encounter with Catwoman, he learns that the asylum's criminals had teleported there two years earlier—each ruling over a piece of Japan with Joker being the dominant warlord. In order to return home, Batman must reactivate the Quake Engine, situated in the remnants of the asylum, now known as Arkham Castle. However, there is one problem: aside from his gadget belt, the arsenal that was once at his fingertips is all but gone. Ninja Batman follows the Dark Knight as he traverses a strange new environment, facing off against familiar foes in a bid to return to Gotham in one piece.","[[-0.01432847 -0.02075947 -0.00867781 ... -0.00653863 -0.02529346
  -0.02062493]]",19933.565729542755,Batman Ninja,ninja batman,batman ninja
Ling Qi 2,7.49,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,12,24 min. per ep.,3039,28932,"Genre: Action, Comedy, Magic, Shounen Ai, Supernatural and the synopsis is In this new season, we will discover the backstory of Tanmoki and who will learn through his memories who was his ancestor Rakugetsu. (Source: ANN)","[[ 0.02112043 -0.03367746 -0.01683873 ... -0.00524083 -0.00204919
  -0.02062286]]",14469.743988327818,Spiritpact:Bond of the Underworld,ling qi,spiritpactbond of the underworld
Dies Irae: Reimei,5.34,"Action, Super Power, Magic",Special,1,23 min.,3566,21069,"Genre: Action, Super Power, Magic and the synopsis is Episode 0 of Dies Irae .","[[ 0.01146697 -0.03939967 -0.03446129 ... -0.00430095 -0.00267887
  -0.01866653]]",10537.171327677446,Dies irae:The Dawning Days,dies irae reimei,dies iraethe dawning days
Dorei-ku The Animation,5.98,"Drama, Psychological",TV,12,24 min. per ep.,2241,50882,"Genre: Drama, Psychological and the synopsis is Eager to know why her best friend’s boyfriend dumped her for a man, the headstrong Eiya Arakawa suggests a meeting with them. Gathered together at a café, Yuuga Oota agrees to answer Eiya’s questions only if she can correctly ascertain the relationship of a couple sitting across from them, which she does on her first attempt. Amazed by her astounding intellect and intuition, he invites her to a private meeting where he introduces her to the concept of Slave Control Method, or SCM, a retainer-like device that has the ability to turn people into slaves. When two SCM users enter a duel, the devices exert a powerful influence on their brains. Once the duel is over, the SCM amplifies the loser’s sense of obligation and forces them to bend to the will of the winner. Wanting desperately to test his own abilities, Yuuga asks Eiya to act as his insurance in the event that he himself becomes a slave. Granted access to 10 million yen, Eiya’s job is to convince Yuuga’s would-be master to free him from his servitude. Though hesitant at first, Yuuga’s words resonate with her personal yearning for something more from her life, and she agrees to his request. However, when a mysterious organization begins rapidly accruing slaves, Eiya becomes entangled in a game far more dangerous than she ever could have imagined.","[[ 0.00141434 -0.01873459 -0.01250834 ... -0.00060596 -0.01426034
  -0.03819511]]",25443.991073960213,Unknown,doreiku the animation,unknown
Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1,1 hr. 44 min.,2393,45120,"Genre: Demons, Drama, Shoujo, Slice of Life, Supernatural and the synopsis is Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume. On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past. In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process.","[[ 0.00543486 -0.0299761  -0.00062577 ... -0.00350059 -0.01340148
  -0.04088632]]",22564.20232088059,Natsume Yujin-cho the Movie:Ephemeral Bond,natsume yuujinchou movie utsusemi ni musubu,natsume yujincho the movieephemeral bond
Tsuki ga Kirei Special,7.29,"Comedy, Romance, School",Special,1,15 min.,3394,23169,"Genre: Comedy, Romance, School and the synopsis is series of unaired comedic shorts released with Blu-ray and DVD boxes of Tsuki ga Kirei .","[[ 0.00349699 -0.03454923 -0.02363756 ... -0.00042644 -0.01266674
  -0.02070587]]",11588.144307955612,Unknown,tsuki ga kirei special,unknown
Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12,23 min. per ep.,1047,142143,"Genre: Psychological, Supernatural, Drama, Mystery, Seinen and the synopsis is Having failed 19 job interviews in one day, Juri Yukawa's dreams of moving out of her parents' home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off father Takafumi, and single-parent sister Sanae, the only hope for this family to raise a decent adult is her little nephew Makoto. However, this struggling family's life takes a turn for the worse when Makoto and Tsubasa are violently kidnapped by a mysterious organization and held for ransom. With only 30 minutes to deliver five million yen to the criminals, Juri's grandfather reveals a dangerously powerful secret to her and Takafumi. By offering blood to her grandfather's mystical stone, the three enter the world of ""Stasis,"" a version of their world where time stops for everyone but the users. Having arrived at their destination, their rescue efforts go awry when they are assailed by a surprising group of people who are somehow able to move around within Stasis. While all hope seems lost, a monstrous giant known only as the Herald appears amidst the chaos, its intent and motivations as cryptic as the very nature of this timeless world.","[[ 0.01268265 -0.02375631 -0.02006509 ... -0.00327207 -0.01623866
  -0.02509488]]",71075.01863049973,Kokkoku,kokkoku,kokkoku
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.4,"Comedy, Romance, Ecchi, School",OVA,1,10 min.,3033,28973,"Genre: Comedy, Romance, Ecchi, School and the synopsis is Bundled with the limited edition sixth manga volume.","[[ 0.00765399 -0.03172973 -0.01349485 ... -0.00888432  0.00467528
  -0.0384124 ]]",14489.70029134266,My Girlfriend Is ShoBitch,boku no kanojo ga majimesugiru shobitch na ken ova,my girlfriend is shobitch
Megalo Box,7.92,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13,24 min. per ep.,395,340142,"Genre: Action, Sci-Fi, Slice of Life, Sports, Drama and the synopsis is ""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring."" Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival.","[[-0.03155245 -0.03545894 -0.01999687 ... -0.02297455 -0.02013346
  -0.02898454]]",170074.94844825313,MEGALOBOX,megalo box,megalobox
Major 2nd (TV),7.49,"Comedy, Drama, Shounen, Sports",TV,25,24 min. per ep.,3292,24861,"Genre: Comedy, Drama, Shounen, Sports and the synopsis is Daigo, the son of renowned baseball player Gorou Shigeno, believes he has to live up to his father's name by becoming an all-star player himself. With great dreams, as soon as he reaches fourth-grade, he promptly joins the same little league baseball team his dad played on, the Mifune Dolphins. However, things don't go as planned. After only the first couple of practices, Daigo's lack of talent and inherent baseball sense shows, and his confidence is crushed. Unable to bear the pressure of living up to his father, a baseball prodigy, he quits the team in less than a year. Two years later, now in sixth-grade, a transfer student joins Daigo's class. This student turns out to be Hikaru, the son of Gorou's lifelong friend and fellow baseball star, Toshiya Satou. One day, Daigo's mother receives a call from the Dolphins requesting players for a game, so she forces Daigo to attend. To Daigo's surprise, he finds Hikaru there. Even more shocking is that despite his father's occupation, Hikaru has never played baseball before! Unlike Daigo, though, Hikaru immediately picks up the game demonstrating excellent performance. Needless to say, Daigo and Hikaru are polar opposites of each other. But this friction will inevitably thrust both of these inexperienced children into the world their fathers cherish—the world of baseball.","[[ 0.00638646 -0.01524487 -0.02192117 ...  0.00085536 -0.0220944
  -0.01421878]]",12434.244065906278,Unknown,major nd tv,unknown
Granblue Fantasy The Animation Season 2,6.78,"Adventure, Fantasy",TV,12,23 min. per ep.,2345,46692,"Genre: Adventure, Fantasy and the synopsis is On the run from the Erste Empire, Gran and the crew of the Grandcypher receive an offer to negotiate a ceasefire. Meeting at the neutral territory of Albion Citadel, they are welcomed and hosted by Vira Lillie: current Lord Commander of Albion and a friend of Katalina Alize from her officer training at Albion. Imperial General Furias grants the Skyfarers an official pardon, but fails to defuse the tense situation. Given time to unwind, the Skyfarers attend a gala hosted by Vira to celebrate the arrival of the crew. However, tensions run high, as Furias and the Erste delegation remain at Albion even after the negotiations conclude. Learning about the existence of a Primal Beast on the island, the crew is shocked to discover a letter from Katalina announcing her resignation. While Gran heads off to find their former comrade, Eugen and Rackam decide to investigate the Imperial presence on the island, suspecting a more sinister scheme lying up the Empire's sleeve.","[[ 0.03497903 -0.0201365  -0.02599868 ... -0.01750337 -0.01464851
  -0.02179953]]",23349.389788529967,GRANBLUE FANTASY The Animation Season2,granblue fantasy the animation season,granblue fantasy the animation season
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.29,"Action, Slice of Life, Comedy, Supernatural",Special,1,1 hr.,2039,58830,"Genre: Action, Slice of Life, Comedy, Supernatural and the synopsis is summary episode of Mob Psycho 100 which features commentary from Reigen Arataka.","[[ 0.02336327 -0.02673461 -0.00374521 ... -0.01033048 -0.01351161
  -0.03345107]]",29418.643849699583,Unknown,mob psycho  reigen  shirarezaru kiseki no reinouryokusha,unknown
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"Comedy, Ecchi, Romance",TV,10,23 min. per ep.,1495,92295,"Genre: Comedy, Ecchi, Romance and the synopsis is spiring light novel author Yuu Nagami regularly enters writing competitions but has yet to win a single one. Despite his recurring failures, he remains steadfast in his resolve to become a better writer. When he takes a look at the list of winning authors in the latest contest he joined, he notices that someone named Chikai Towano dominated the competition. He soon discovers that behind the pen name is his sister Suzuka—the last person he can imagine being an author. Suzuka cannot reveal to anyone that she is Chikai Towano and requests her brother to take her place. Yuu agrees with one condition: he will continue posing as Chikai Towano for his sister until he publishes his own book. Until that happens, Yuu uses his new identity as an opportunity to improve his writing skills and meet fellow authors and new acquaintances along the way.","[[ 0.01269966 -0.02257865  0.00603383 ... -0.00518231  0.00014095
  -0.04220358]]",46149.95919985839,"My Sister, My Writer",ore ga suki nano wa imouto dakedo imouto ja nai,my sister my writer
Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12,24 min. per ep.,658,223731,"Genre: Sci-Fi, Harem, Comedy, Romance, Mecha, School and the synopsis is Shidou Itsuka carries on with his quest for Ratatoskr in finding Spirits and trying to seal their powers, all while maintaining his relationships with the ones he had already sealed. Moreover, as new Spirits appear, he must undergo more complicated trials—all to put a stop to further disasters as he discovers more about the Spirits' origin.","[[ 0.00207583 -0.01875767 -0.02891139 ... -0.0118037   0.00095609
  -0.02909843]]",111869.0623373065,Date A Live III,date a live iii,date a live iii
Banana Fish,8.45,"Action, Adventure, Drama, Shoujo",TV,24,22 min. per ep.,323,415468,"Genre: Action, Adventure, Drama, Shoujo and the synopsis is slan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout. At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?","[[-0.0198508  -0.01306262 -0.00550726 ... -0.01716567 -0.01061723
  -0.02344011]]",207738.20508890416,Unknown,banana fish,unknown
Piano no Mori (TV),7.33,"Adventure, Music, Comedy, Drama, School, Seinen",TV,12,25 min. per ep.,1622,82718,"Genre: Adventure, Music, Comedy, Drama, School, Seinen and the synopsis is anquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life. (Source: KEFI)","[[ 0.02112442 -0.02412542 -0.02556068 ... -0.0130152  -0.01276729
  -0.02142452]]",41362.6634659256,Forest of Piano,piano no mori tv,forest of piano
Tsurune: Kazemai Koukou Kyuudoubu,7.58,"Sports, Drama, School",TV,13,24 min. per ep.,1566,87195,"Genre: Sports, Drama, School and the synopsis is ""Tsurune""—It's the sound made by the bowstring when an arrow is released, and the sound that inspired Minato Narumiya to learn Kyuudo, a modern Japanese martial art focusing on archery. However, an incident during his last middle school tournament caused him to quit the sport. But soon, many factors conspire to make Minato take up the bow once again: the start of a new Kyuudo club in his high school, a chance encounter with a mysterious archer, and the support of his childhood friends, Seiya Takehaya and Ryouhei Yamanouchi. Together with his childhood friends and his new teammates, Kaito Onogi and Nanao Kisaragi, Minato rekindles his love for Kyuudo and works with his team toward their aim of winning the prefectural tournament.","[[-0.00979947 -0.01066846 -0.01048129 ... -0.00858289 -0.00983289
  -0.02557489]]",43601.287832911665,Unknown,tsurune kazemai koukou kyuudoubu,unknown
Shinmai Maou no Testament Departures,6.94,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,59 min.,2040,58979,"Genre: Action, Demons, Ecchi, Fantasy, Harem, Romance and the synopsis is No synopsis information has been added to this title. Help improve our database by adding a synopsis here .","[[-0.0170589  -0.03437375 -0.02230582 ...  0.0087534  -0.00158048
  -0.01583035]]",29492.96947255054,The Testament of Sister New Devil,shinmai maou no testament departures,the testament of sister new devil
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.76,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,2 hr.,2448,43227,"Genre: Action, Drama, Fantasy, Shounen, Super Power and the synopsis is Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.","[[ 0.00841105 -0.04143823 -0.02626586 ...  0.0025769  -0.00206704
  -0.00962562]]",21617.3783445323,Unknown,shingeki no kyojin season  movie kakusei no houkou,unknown
Free!: Dive to the Future,7.59,"Comedy, Drama, School, Slice of Life, Sports",TV,12,23 min. per ep.,1275,113969,"Genre: Comedy, Drama, School, Slice of Life, Sports and the synopsis is h the seniors having graduated from high school, the determined swimmers eagerly take on their futures with a dream to fulfill. Now attending Hidaka University in Tokyo, Haruka Nanase unexpectedly runs into Shiina Asahi, an old teammate and friend from his middle school days. Consequently, the troubling memories regarding his middle school swim team resurface, as it was a time when Haruka's views on swimming became negative and led him to quit the team. Haruka later reconnects with his other middle school classmates; all except for Ikuya Kirishima, who still resents Haruka for quitting the team, resulting in its disbandment. Aware of the issues between them, Haruka resolves to improve his friendship with Ikuya. However, he quickly realizes that making amends with an old friend isn't his only obstacle. Facing the reality and challenges of encountering higher calibre swimmers, Haruka must work hard to establish himself if he dreams of competing on an international level.","[[ 0.02349813 -0.00894783  0.00035729 ... -0.01582664 -0.01077502
  -0.0075237 ]]",56988.29231272676,Unknown,free dive to the future,unknown
Yuragi-sou no Yuuna-san,7.06,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12,23 min. per ep.,798,186687,"Genre: Comedy, Ecchi, Harem, Romance, Shounen, Supernatural and the synopsis is Once a hot springs inn, now a boarding house with extraordinarily cheap rent, Yuragi-sou is virtually uninhabited save for a few peculiar residents. As rumor has it, it is haunted by a vile ghost which scares away all potential tenants. Therefore, it is the perfect refuge for Fuyuzora Kogarashi—a broke, homeless psychic seeking an affordable roof to stay under and ghosts to exorcise. Kogarashi prepares for a face-off against the ghost, only to find out it is not as malicious as the rumors made it out to be. Instead, it is the ghost of a beautiful, silver-haired girl whose only recollection of her life before death is her name: Yuuna. Even more baffling is that the other tenants of Yuragi-sou not only are able to see Yuuna as well, but each has their own supernatural ability. Amidst the chaos caused by his quirky fellow residents, Kogarashi attempts to uncover the regret that keeps Yuuna anchored to the world of the living, lest she become an evil spirit sentenced to spend her afterlife in hell.","[[ 0.02052262 -0.01911788  0.00012041 ... -0.00625779  0.0029416
  -0.02747944]]",93347.02811663429,Unknown,yuragisou no yuunasan,unknown
Kakuriyo no Yadomeshi,7.5,"Demons, Drama, Romance, Supernatural",TV,26,23 min. per ep.,1383,101513,"Genre: Demons, Drama, Romance, Supernatural and the synopsis is andoned as a child by her mother, Aoi Tsubaki has always had the ability to see ""ayakashi""—spirits from the Hidden Realm. Shirou Tsubaki, her grandfather who shared the same ability, took her under his wing and taught her how to live with the ayakashi in peace. When her grandfather abruptly passes away, the independent Aoi must continue her college career, armed with only her knowledge in cooking as a means of protection against the human-eating spirits. In hopes that the ayakashi will not turn to her or other unknowing humans as a tasty meal, she takes it upon herself to feed the hungry creatures that cross her path. After giving a mysterious ayakashi her lunch, Aoi is transported to the Hidden Realm, where the ayakashi reveals himself to be an ogre-god known as Oodanna, the ""Master Innkeeper."" There, she learns that she was used as collateral for her grandfather's debt of one hundred million yen, and that she must pay the price for her grandfather's careless decision by marrying Oodanna. Aoi valiantly refuses and decides to settle things on her own terms: she will pay off the debt herself by opening an eatery at Oodanna's inn. Kakuriyo no Yadomeshi follows the journey of Aoi as she proceeds to change and touch the lives of the ayakashi through the one weapon she has against them—her delicious cooking.","[[ 0.03443002 -0.02563244 -0.03233923 ...  0.00862108 -0.00081501
  -0.02544237]]",50760.24775711603,Kakuriyo:Bed and Breakfast for Spirits,kakuriyo no yadomeshi,kakuriyobed and breakfast for spirits
Eromanga-sensei OVA,6.91,"Comedy, Drama, Ecchi, Romance",OVA,2,23 min. per ep.,1635,82090,"Genre: Comedy, Drama, Ecchi, Romance and the synopsis is Yamada Elf's Love Song As a novelist with works getting adapted into anime, Elf Yamada holds an event to celebrate her success and to thank everyone who had supported her. With her mother attending, she becomes more excited. However, just as her mother arrives, she tells Elf to go back home so that she can find a suitable husband. Elf, who harbors feelings for Masamune Izumi, chooses to say no… Cooked Meals of Pure Love Winter has come, and it's freezing outside. With her brother Masamune catching a cold, Sagiri Izumi decides to nurse her brother into good health by stepping outside the comfort of her room and doing the housework herself.","[[-0.00022438 -0.04557587 -0.03216967 ... -0.0162155  -0.00125846
  -0.03737012]]",41048.45440897001,Unknown,eromangasensei ova,unknown
3D Kanojo: Real Girl,6.78,"Romance, School, Shoujo",TV,12,22 min. per ep.,695,210853,"Genre: Romance, School, Shoujo and the synopsis is For Hikari Tsutsui, life within the two-dimensional realm is much simpler. Socially inept and awkward, he immerses himself in video games and anime, only to be relentlessly ridiculed and ostracized by his classmates. Sharing his misery is Yuuto Itou, his only friend, who wears cat ears and is equally obsessed with the world of games. After being forced to clean the pool as punishment for arriving late, Tsutsui meets Iroha Igarashi, but he attempts to steer clear of her, as her notoriety precedes her. Brazenly blunt, loathed by female classmates, and infamous for messing around with boys, Tsutsui believes that getting involved with her would cause nothing but problems. 3D Kanojo: Real Girl is a story revolving around these two outcasts—a boy full of emotions he has never experienced before, struggling to lay them bare, and a girl who strives to break him out of his shell.","[[-0.02030888 -0.0087934  -0.0162391  ... -0.01156218 -0.0178937
  -0.02379155]]",105429.88929168318,Real Girl,d kanojo real girl,real girl
Owarimonogatari 2nd Season Recaps,7.83,"Mystery, Comedy, Supernatural, Vampire",Special,2,25 min. per ep.,3889,17563,"Genre: Mystery, Comedy, Supernatural, Vampire and the synopsis is Two recaps aired before the first episode of the day at the time Owarimonogatari 2nd Season was airing. Episode 0.5 (aired before Mayoi Hell) - Owari ni Mukau Monogatari (Heading Towards the End of the Story): Araragi's voice actor Hiroshi Kamiya retells events from Koyomi Vamp, Mayoi Maimai, Shinobu Time, Yotsugi Doll, Koyomi Nothing and Koyomi Dead. Episode 4.5 (aired before Ougi Dark) - Araragi Koyomi no Monogatari (Araragi Koyomi's Story): Hanekawa's voice actor Yui Horie looks back at Araragi's past year and what happened to him throughout the series.","[[-0.00246757 -0.02577944  0.00084042 ...  0.01696263 -0.00859538
  -0.01021918]]",8785.41389139468,Owarimonogatari Second Season Recaps,owarimonogatari nd season recaps,owarimonogatari second season recaps
Amanchu! Advance,7.13,"Slice of Life, Comedy, School, Shounen",TV,12,23 min. per ep.,3147,27169,"Genre: Slice of Life, Comedy, School, Shounen and the synopsis is Second season of Amanchu! .","[[ 0.01762364 -0.01766274  0.00167177 ...  0.00422667 -0.01045426
  -0.02165153]]",13588.064438402193,Unknown,amanchu advance,unknown
Servamp Movie: Alice in the Garden,7.19,"Action, Comedy, Supernatural, Drama, Vampire, Josei",Movie,1,58 min.,3892,17524,"Genre: Action, Comedy, Supernatural, Drama, Vampire, Josei and the synopsis is The Servamps and their pact-bound ""Eves"" are finally getting back to their normal lives as they recover from their injuries from the previous battles. However, when it starts snowing in the middle of summer, one of the Eves, Mahiru Shirota, suspects vampiric interference. Concerned by the strange phenomenon, he sets out to gather the group once more to try and solve the mystery; however, they suddenly lose contact with Misono Arisuin, the Eve of the Servamp of Lust. Servamp Movie: Alice in the Garden delves into the untold past of Misono and his brother Mikuni Arisuin, as well as the many mysteries of the grand Arisuin Mansion.","[[ 9.60813649e-03 -3.84054221e-02 -2.24980917e-02 ... -1.52699528e-02
   5.04838245e-05 -1.53784426e-02]]",8765.594489691242,Unknown,servamp movie alice in the garden,unknown
Godzilla 2: Kessen Kidou Zoushoku Toshi,6.68,"Action, Adventure, Sci-Fi",Movie,1,1 hr. 41 min.,3029,28961,"Genre: Action, Adventure, Sci-Fi and the synopsis is By the advent of the 21st century, much of humanity was dead, having been trampled over by a new master, Godzilla. A select few among mankind took to the stars in a spacefaring vessel called the Aratrum in search of ""the promised land,"" the planet Tau-e that could sustain human life. But the migration plan fails, and the remnants of the human race decide to return to Earth. But the distortions in space-time and the distance traveled means that mankind is returning to a completely changed Earth some 20,000 years later. The returnees, led by hero Haruo, prepare to take the fight to Godzilla based on a strategy that has been 20 years in the making. Carried out with the help of two alien species, the Exif and the Bilusaludo, the humans succeed in defeating Godzilla in a costly battle to the death. But the victory is short-lived. Rising from the depths of the planet is a new breed of monster, dubbed ""Godzilla Earth."" Evolving for 20,000 years, the creature stands 300 meters high, weighs over 100,000 tons and wields such overwhelmingly destructive power that Haruo and company have no choice but to run for their lives. Coming to Haruo's rescue, however, is Miana, a member of an aboriginal tribe called the Houtua. They are the first humanoid people the returnees have encountered. Could they descend from humans? ""Our tribal god was destroyed by Godzilla. All that we have left are these eggs. Anyone who has tried to fight or resist him has been drowned in fire,"" the tribespeople say to Haruo, who responds with: ""This is our last hope of recovering our home."" Meanwhile, Bilusaludo commander, Galu-gu is elated to discover that the Houtua tribe's arrowheads are made of a nanometal or a self-sustaining metal. It had been developed in the 21st century as an ""anti-Godzilla"" killer weapon deployed at their decisive battle fought at the foot of Mt. Fuji, but had been destroyed before it could be activated in the form of a ""Mecha-Godzilla."" The nanometal was its base substance, and proof that the manufacturing plant can still be used. (Source: Official site)","[[-0.00264945 -0.02776702 -0.0332881  ...  0.00395229 -0.00673303
  -0.03942863]]",14483.83995605256,Godzilla:City on the Edge of Battle,godzilla  kessen kidou zoushoku toshi,godzillacity on the edge of battle
